STATE,COUNTY,TOTAL_POP,POP_DENSITY
Mississippi,Neshoba County,29118,51.07217279
Mississippi,Newton County,21018,36.37246525
Mississippi,Noxubee County,10417,14.98507414
Mississippi,Oktibbeha County,49587,108.2196384
Mississippi,Panola County,34192,49.90490168
Mississippi,Pearl River County,55535,68.4868576
Mississippi,Perry County,11973,18.49947682
Mississippi,Pike County,39288,96.05456207
Mississippi,Pontotoc County,32174,64.64006092
Mississippi,Prentiss County,25126,60.54834598
Mississippi,Quitman County,6792,16.76988432
Mississippi,Rankin County,155271,200.2417864
Mississippi,Scott County,28124,46.16308171
Mississippi,Sharkey County,4321,10.00880164
Mississippi,Simpson County,26658,45.24707061
Mississippi,Smith County,15916,25.01462255
Mississippi,Stone County,18336,41.15965934
Mississippi,Sunflower County,25110,35.98664574
Mississippi,Tallahatchie County,13809,21.40203578
Mississippi,Tate County,28321,69.96938179
Mississippi,Tippah County,22015,48.08750606
Mississippi,Tishomingo County,19383,45.68199586
Mississippi,Tunica County,9632,21.18436983
Mississippi,Union County,28815,69.33346861
Mississippi,Walthall County,14286,35.367669
Mississippi,Warren County,45381,77.11110305
Mississippi,Washington County,43909,60.58580066
Mississippi,Wayne County,20183,24.89526748
Mississippi,Webster County,9689,23.0176638
Mississippi,Wilkinson County,8630,12.72661845
Mississippi,Winston County,17955,29.56885639
Mississippi,Yalobusha County,12108,25.92004268
Mississippi,Yazoo County,29690,32.19619546
Missouri,Adair County,25343,44.67113177
Missouri,Andrew County,17712,40.93335275
Missouri,Atchison County,5143,9.397290612
Missouri,Audrain County,25388,36.67540885
Missouri,Barry County,35789,45.98648414
Missouri,Barton County,11754,19.85738499
Missouri,Bates County,16172,19.32857424
Missouri,Benton County,19443,27.61620145
Missouri,Bollinger County,12133,19.63569975
Missouri,Boone County,180463,263.2361219
Missouri,Buchanan County,87364,214.1138783
Missouri,Butler County,42478,61.14852502
Missouri,Caldwell County,9020,21.15423569
Missouri,Callaway County,44743,53.611538
Missouri,Camden County,46305,70.58703112
Missouri,Cape Girardeau County,78871,136.3288707
Missouri,Carroll County,8679,12.49457143
Missouri,Carter County,5982,11.79048162
Missouri,Cass County,105780,151.8555393
Missouri,Cedar County,14349,30.24133831
Missouri,Chariton County,7426,9.885817566
Missouri,Christian County,88595,157.4616547
Missouri,Clark County,6797,13.46760786
Missouri,Clay County,249948,628.579604
Missouri,Clinton County,20387,48.6611801
Missouri,Cole County,76745,196.0217023
Missouri,Cooper County,17709,31.35632764
Missouri,Crawford County,23920,32.21477526
Missouri,Dade County,7561,15.43025736
Missouri,Dallas County,16878,31.21126038
Missouri,Daviess County,8278,14.69720526
Missouri,DeKalb County,12547,29.77755367
Missouri,Dent County,15573,20.68785579
Missouri,Douglas County,13185,16.20512557
Missouri,Dunklin County,29131,53.83944045
Missouri,Franklin County,103967,112.6791418
Missouri,Gasconade County,14706,28.33501933
Missouri,Gentry County,6571,13.37140317
Missouri,Greene County,293086,433.9960607
Missouri,Grundy County,9850,22.62883601
Missouri,Harrison County,8352,11.55979706
Missouri,Henry County,21824,31.31386298
Missouri,Hickory County,9544,23.93133134
Missouri,Holt County,4403,9.516026761
Missouri,Howard County,10001,21.56396186
Missouri,Howell County,40117,43.26456506
Missouri,Iron County,10125,18.40025171
Missouri,Jackson County,703011,1162.823607
Missouri,Jasper County,121328,190.0264917
Missouri,Jefferson County,225081,342.770288
Missouri,Johnson County,54062,65.19123936
Missouri,Knox County,3959,7.855021789
Missouri,Laclede County,35723,46.71354851
Missouri,Lafayette County,32708,52.04671044
Missouri,Lawrence County,38355,62.69852115
Missouri,Lewis County,9776,19.35680729
Missouri,Lincoln County,59013,94.18607668
Missouri,Linn County,11920,19.36435343
Missouri,Livingston County,15227,28.60489395
Missouri,McDonald County,22837,42.33149042
Missouri,Macon County,15117,18.86776857
Missouri,Madison County,12088,24.45034855
Missouri,Maries County,8697,16.50350332
Missouri,Marion County,28530,65.29742224
Missouri,Mercer County,3617,7.969853347
Missouri,Miller County,25619,43.23190667
Missouri,Mississippi County,13180,32.02269111
Missouri,Moniteau County,16132,38.86990018
Missouri,Monroe County,8644,13.34664594
Missouri,Montgomery County,11551,21.58875729
Missouri,Morgan County,20627,34.51466264
Missouri,New Madrid County,17076,25.30375582
Missouri,Newton County,58236,93.21435268
Missouri,Nodaway County,22092,25.19145199
Missouri,Oregon County,10529,13.33129795
Missouri,Osage County,13615,22.44576089
Missouri,Ozark County,9174,12.31456458
Missouri,Pemiscot County,15805,32.09003362
Missouri,Perry County,19136,40.34104736
Missouri,Pettis County,42339,62.06034372
Missouri,Phelps County,44573,66.35073922
Missouri,Pike County,18302,27.298538
Missouri,Platte County,104418,248.4983081
Missouri,Polk County,32149,50.5864049
Missouri,Pulaski County,52607,96.15590223
Missouri,Putnam County,4696,9.077612747
Missouri,Ralls County,10309,21.94426084
Missouri,Randolph County,24748,51.26868171
Missouri,Ray County,23018,40.46723194
Missouri,Reynolds County,6270,7.755317115
Missouri,Ripley County,13288,21.10750515
Missouri,St. Charles County,402022,717.3524875
Missouri,St. Clair County,9397,13.92187732
Missouri,Ste. Genevieve County,17894,35.8487217
Missouri,St. Francois County,67215,148.7358832
Missouri,St. Louis County,994205,1957.977104
Missouri,Saline County,22761,30.12735975
Missouri,Schuyler County,4660,15.16408506
Missouri,Scotland County,4902,11.22588597
Missouri,Scott County,38280,91.14531107
Missouri,Shannon County,8166,8.134918465
Missouri,Shelby County,5930,11.83955514
Missouri,Stoddard County,29025,35.25797072
Missouri,Stone County,31952,68.85670507
Missouri,Sullivan County,6089,9.396872324
Missouri,Taney County,55928,88.43208959
Missouri,Texas County,25398,21.57371591
Missouri,Vernon County,20563,24.88282263
Missouri,Warren County,35649,83.17532735
Missouri,Washington County,24730,32.54500696
Missouri,Wayne County,12873,16.95653317
Missouri,Webster County,39592,66.81487001
Missouri,Worth County,2013,7.550279405
Missouri,Wright County,18289,26.82570114
Missouri,St. Louis city,300576,4851.662239
Montana,Beaverhead County,9453,1.705490319
Montana,Big Horn County,13319,2.665347912
Montana,Blaine County,6681,1.580507796
Montana,Broadwater County,6237,5.230921329
Montana,Carbon County,10725,5.236851523
Montana,Carter County,1252,0.374796705
Montana,Cascade County,81366,30.15578439
Montana,Chouteau County,5635,1.418495896
Montana,Custer County,11402,3.01373668
Montana,Daniels County,1690,1.185122106
Montana,Dawson County,8613,3.630869051
Montana,Deer Lodge County,9140,12.40698423
Montana,Fallon County,2846,1.756193903
Montana,Fergus County,11050,2.546476536
Montana,Flathead County,103806,20.40519373
Montana,Gallatin County,114434,43.93320398
Montana,Garfield County,1258,0.269001222
Montana,Glacier County,13753,4.592143809
Montana,Golden Valley County,821,0.699066935
Montana,Granite County,3379,1.95638884
Montana,Hill County,16484,5.685386244
Montana,Jefferson County,12221,7.376005051
Montana,Judith Basin County,2007,1.073441751
Montana,Lake County,30458,20.43526954
Montana,Lewis and Clark County,69432,20.07550815
Montana,Liberty County,2337,1.6342755
Montana,Lincoln County,19980,5.530480029
Montana,McCone County,1664,0.629778469
Montana,Madison County,8600,2.396765771
Montana,Meagher County,1862,0.778470814
Montana,Mineral County,4397,3.60521862
Montana,Missoula County,119600,46.12322951
Montana,Musselshell County,4633,2.478924722
Montana,Park County,16606,5.924784488
Montana,Petroleum County,487,0.294148808
Montana,Phillips County,3954,0.769192338
Montana,Pondera County,5911,3.638508095
Montana,Powder River County,1682,0.509975699
Montana,Powell County,6890,2.962099884
Montana,Prairie County,1077,0.620176366
Montana,Ravalli County,43806,18.3213351
Montana,Richland County,10803,5.183030191
Montana,Roosevelt County,11004,4.673754292
Montana,Rosebud County,8937,1.784332432
Montana,Sanders County,12113,4.388120257
Montana,Sheridan County,3309,1.974578863
Montana,Silver Bow County,34915,48.62936468
Montana,Stillwater County,9642,5.366674225
Montana,Sweet Grass County,3737,2.014050189
Montana,Teton County,6147,2.706018287
Montana,Toole County,4736,2.47307788
Montana,Treasure County,696,0.711801507
Montana,Valley County,7396,1.501390177
Montana,Wheatland County,2126,1.494571827
Montana,Wibaux County,969,1.090467387
Montana,Yellowstone County,161300,61.2493094
Nebraska,Adams County,31363,55.67997436
Nebraska,Antelope County,6298,7.34702432
Nebraska,Arthur County,463,0.647231491
Nebraska,Banner County,745,0.998377498
Nebraska,Blaine County,465,0.65429529
Nebraska,Boone County,5192,7.562408364
Nebraska,Box Butte County,10783,10.02796893
Nebraska,Boyd County,1919,3.554130461
Nebraska,Brown County,2955,2.419442877
Nebraska,Buffalo County,49659,51.29551993
Nebraska,Burt County,6459,13.13910897
Nebraska,Butler County,8016,13.70489858
Nebraska,Cass County,26248,47.08600866
Nebraska,Cedar County,8402,11.34927252
Nebraska,Chase County,3924,4.387207466
Nebraska,Cherry County,5689,0.954446641
Nebraska,Cheyenne County,8910,7.448048387
Nebraska,Clay County,6203,10.83892004
Nebraska,Colfax County,10709,26.01491309
Nebraska,Cuming County,8846,15.5024689
Nebraska,Custer County,10777,4.184277468
Nebraska,Dakota County,20026,75.78298149
Nebraska,Dawes County,8589,6.150536402
Nebraska,Dawson County,23595,23.28963119
Nebraska,Deuel County,1794,4.078653345
Nebraska,Dixon County,5636,11.83457703
Nebraska,Dodge County,36565,69.15764048
Nebraska,Douglas County,571327,1739.28773
Nebraska,Dundy County,1693,1.84086079
Nebraska,Fillmore County,5462,9.493013024
Nebraska,Franklin County,2979,5.173530292
Nebraska,Frontier County,2627,2.695488126
Nebraska,Furnas County,4676,6.502286602
Nebraska,Gage County,21513,25.26593693
Nebraska,Garden County,1837,1.077873251
Nebraska,Garfield County,1969,3.455647145
Nebraska,Gosper County,1990,4.343507148
Nebraska,Grant County,623,0.802603429
Nebraska,Greeley County,2356,4.134702763
Nebraska,Hall County,61353,112.3137724
Nebraska,Hamilton County,9324,17.2059578
Nebraska,Harlan County,3380,6.106965305
Nebraska,Hayes County,922,1.29301555
Nebraska,Hitchcock County,2762,3.890455563
Nebraska,Holt County,10067,4.173024998
Nebraska,Hooker County,682,0.94569837
Nebraska,Howard County,6445,11.32016594
Nebraska,Jefferson County,7046,12.35775791
Nebraska,Johnson County,5071,13.48486407
Nebraska,Kearney County,6495,12.58128011
Nebraska,Keith County,8034,7.56782044
Nebraska,Keya Paha County,806,1.042588308
Nebraska,Kimball County,3632,3.815744262
Nebraska,Knox County,8332,7.517476331
Nebraska,Lancaster County,319090,380.9809865
Nebraska,Lincoln County,34914,13.61667016
Nebraska,Logan County,748,1.310761749
Nebraska,Loup County,664,1.168465621
Nebraska,McPherson County,494,0.5751044
Nebraska,Madison County,35099,61.2823212
Nebraska,Merrick County,7755,15.96165768
Nebraska,Morrill County,4642,3.260201767
Nebraska,Nance County,3519,7.968139969
Nebraska,Nemaha County,6972,17.11438339
Nebraska,Nuckolls County,4148,7.211965855
Nebraska,Otoe County,16012,26.0091074
Nebraska,Pawnee County,2613,6.061595038
Nebraska,Perkins County,2891,3.272822627
Nebraska,Phelps County,9034,16.73615068
Nebraska,Pierce County,7148,12.46928227
Nebraska,Platte County,33470,49.65572897
Nebraska,Polk County,5213,11.89244279
Nebraska,Red Willow County,10724,14.95706531
Nebraska,Richardson County,7865,14.25232286
Nebraska,Rock County,1357,1.345839247
Nebraska,Saline County,14224,24.77972779
Nebraska,Sarpy County,187196,783.179923
Nebraska,Saunders County,21578,28.76168552
Nebraska,Scotts Bluff County,35618,48.17143919
Nebraska,Seward County,17284,30.24705056
Nebraska,Sheridan County,5246,2.149230243
Nebraska,Sherman County,3001,5.303726401
Nebraska,Sioux County,1166,0.564204486
Nebraska,Stanton County,5920,13.8334395
Nebraska,Thayer County,5003,8.718958861
Nebraska,Thomas County,722,1.012764142
Nebraska,Thurston County,7224,18.35441513
Nebraska,Valley County,4158,7.31980645
Nebraska,Washington County,20729,53.15703778
Nebraska,Wayne County,9385,21.18917891
Nebraska,Webster County,3487,6.065264717
Nebraska,Wheeler County,783,1.361305142
Nebraska,York County,13679,23.89304072
Nevada,Churchill County,24909,5.051947038
Nevada,Clark County,2266715,287.229503
Nevada,Douglas County,48905,68.90730923
Nevada,Elko County,52778,3.073989808
Nevada,Esmeralda County,873,0.243726132
Nevada,Eureka County,2029,0.48590901
Nevada,Humboldt County,16831,1.745811087
Nevada,Lander County,5532,1.007628522
Nevada,Lincoln County,5183,0.487427051
Nevada,Lyon County,57510,28.73726226
Nevada,Mineral County,4505,1.200423637
Nevada,Nye County,46523,2.558751524
Nevada,Pershing County,6725,1.114039814
Nevada,Storey County,4123,15.68151754
Nevada,Washoe County,471519,74.81597317
Nevada,White Pine County,9580,1.079485428
Nevada,Carson City,55916,386.5319382
New Hampshire,Belknap County,61303,152.6481467
New Hampshire,Carroll County,48910,52.47828585
New Hampshire,Cheshire County,76085,107.6627007
New Hampshire,Coos County,31563,17.58809445
New Hampshire,Grafton County,89886,52.60842714
New Hampshire,Hillsborough County,417025,475.8363049
New Hampshire,Merrimack County,151391,162.3048943
New Hampshire,Rockingham County,309769,445.635156
New Hampshire,Strafford County,130633,355.4982322
New Hampshire,Sullivan County,43146,80.27016495
New Jersey,Atlantic County,263670,474.5729016
New Jersey,Bergen County,932202,4004.974096
New Jersey,Burlington County,445349,557.4460134
New Jersey,Camden County,506471,2288.12691
New Jersey,Cape May County,92039,365.0506964
New Jersey,Cumberland County,149527,309.2427221
New Jersey,Essex County,798975,6335.150033
New Jersey,Gloucester County,291636,905.8210789
New Jersey,Hudson County,672391,14538.20879
New Jersey,Hunterdon County,124371,290.703103
New Jersey,Mercer County,367430,1637.657482
New Jersey,Middlesex County,825062,2667.915003
New Jersey,Monmouth County,618795,1321.109771
New Jersey,Morris County,491845,1067.952491
New Jersey,Ocean County,607186,965.5842049
New Jersey,Passaic County,501826,2697.924165
New Jersey,Salem County,62385,187.9968618
New Jersey,Somerset County,328934,1089.681462
New Jersey,Sussex County,140488,270.8209102
New Jersey,Union County,556341,5413.430445
New Jersey,Warren County,105267,295.2724213
New Mexico,Bernalillo County,679121,584.9248937
New Mexico,Catron County,3527,0.509373915
New Mexico,Chaves County,64615,10.65333767
New Mexico,Cibola County,26675,5.87570328
New Mexico,Colfax County,11941,3.177509186
New Mexico,Curry County,48954,34.83142846
New Mexico,De Baca County,1748,0.752447785
New Mexico,Doña Ana County,218195,57.29662515
New Mexico,Eddy County,58460,13.99781631
New Mexico,Grant County,26998,6.815638955
New Mexico,Guadalupe County,4300,1.419249354
New Mexico,Harding County,625,0.294051471
New Mexico,Hidalgo County,4198,1.220895544
New Mexico,Lea County,71070,16.18380714
New Mexico,Lincoln County,19572,4.051238607
New Mexico,Los Alamos County,19369,177.3981679
New Mexico,Luna County,23709,7.995633782
New Mexico,McKinley County,71367,13.09359669
New Mexico,Mora County,4521,2.345302555
New Mexico,Otero County,67490,10.2063401
New Mexico,Quay County,8253,2.871719259
New Mexico,Rio Arriba County,38921,6.640764568
New Mexico,Roosevelt County,18500,7.563233682
New Mexico,Sandoval County,146748,39.56540648
New Mexico,San Juan County,123958,22.48401598
New Mexico,San Miguel County,27277,5.776507454
New Mexico,Santa Fe County,150358,78.80555216
New Mexico,Sierra County,10791,2.58095476
New Mexico,Socorro County,16637,2.503231914
New Mexico,Taos County,32723,14.85806589
New Mexico,Torrance County,15461,4.621820286
New Mexico,Union County,4059,1.061480248
New Mexico,Valencia County,76688,71.95950741
New York,Albany County,305506,584.3485956
New York,Allegany County,46091,44.77896712
New York,Bronx County,1418207,33726.16673
New York,Broome County,190488,269.8933776
New York,Cattaraugus County,76117,58.17740674
New York,Cayuga County,76576,110.7257551
New York,Chautauqua County,126903,119.6942345
New York,Chemung County,83456,204.8740489
New York,Chenango County,47207,52.8286848
New York,Clinton County,80485,77.5570145
New York,Columbia County,59461,93.68859081
New York,Cortland County,47581,95.39612461
New York,Delaware County,44135,30.59704485
New York,Dutchess County,294218,369.7914096
New York,Erie County,918702,881.0818589
New York,Essex County,36885,20.55889293
New York,Franklin County,50022,30.70323785
New York,Fulton County,53383,107.7443835
New York,Genesee County,57280,116.2017277
New York,Greene County,47188,72.91533958
New York,Hamilton County,4416,2.571361997
New York,Herkimer County,61319,43.44199167
New York,Jefferson County,109834,86.57221159
New York,Kings County,2559903,36668.17487
New York,Lewis County,26296,20.63010851
New York,Livingston County,62914,99.5849323
New York,Madison County,70941,108.3292572
New York,Monroe County,741770,1128.664921
New York,Montgomery County,49221,122.1010816
New York,Nassau County,1356924,4764.348046
New York,New York County,1628706,71890.2744
New York,Niagara County,209281,400.6507803
New York,Oneida County,228671,188.6209749
New York,Onondaga County,460528,591.62697
New York,Ontario County,109777,170.4446067
New York,Orange County,384940,473.879676
New York,Orleans County,40352,103.1326374
New York,Oswego County,117124,123.0754588
New York,Otsego County,59493,59.39040478
New York,Putnam County,98320,426.8999825
New York,Queens County,2253858,20721.68305
New York,Rensselaer County,158714,243.2616166
New York,Richmond County,476143,8184.524141
New York,Rockland County,325789,1878.30441
New York,St. Lawrence County,107740,40.21255012
New York,Saratoga County,229863,283.7828219
New York,Schenectady County,155299,759.1163416
New York,Schoharie County,30999,49.85213281
New York,Schuyler County,17807,54.23453577
New York,Seneca County,34016,105.0818831
New York,Steuben County,95379,68.58970561
New York,Suffolk County,1476601,1619.514839
New York,Sullivan County,75432,77.91459137
New York,Tioga County,48203,92.94660583
New York,Tompkins County,102180,215.274877
New York,Ulster County,177573,157.9499298
New York,Warren County,63944,73.73232676
New York,Washington County,61204,73.63618632
New York,Wayne County,89918,148.9136588
New York,Westchester County,967506,2247.317023
New York,Wyoming County,39859,67.24404947
New York,Yates County,24913,73.67598269
North Carolina,Alamance County,169509,400.3324317
North Carolina,Alexander County,37497,144.227521
North Carolina,Alleghany County,11137,47.51218688
North Carolina,Anson County,24446,45.99761511
North Carolina,Ashe County,27203,63.99790884
North Carolina,Avery County,17557,70.9838976
North Carolina,Beaufort County,46994,56.48196993
North Carolina,Bertie County,18947,27.09902533
North Carolina,Bladen County,32722,37.40287762
North Carolina,Brunswick County,142820,168.0985374
North Carolina,Buncombe County,261191,397.9210932
North Carolina,Burke County,90485,178.7373189
North Carolina,Cabarrus County,216453,599.1969929
North Carolina,Caldwell County,82178,174.1460794
North Carolina,Camden County,10867,45.21722119
North Carolina,Carteret County,69473,136.8581961
North Carolina,Caswell County,22604,53.14012616
North Carolina,Catawba County,159551,397.5140485
North Carolina,Chatham County,74470,109.2776683
North Carolina,Cherokee County,28612,62.83248861
North Carolina,Chowan County,13943,80.75541969
North Carolina,Clay County,11231,52.24123523
North Carolina,Cleveland County,97947,211.048493
North Carolina,Columbus County,55508,59.20801141
North Carolina,Craven County,102139,144.5302448
North Carolina,Cumberland County,335509,514.177759
North Carolina,Currituck County,27763,105.9908017
North Carolina,Dare County,37009,96.5750957
North Carolina,Davidson County,167609,302.9988416
North Carolina,Davie County,42846,162.4829546
North Carolina,Duplin County,58741,72.09806686
North Carolina,Durham County,321488,1122.563871
North Carolina,Edgecombe County,51472,101.8376223
North Carolina,Forsyth County,382295,937.5320997
North Carolina,Franklin County,69685,141.7076159
North Carolina,Gaston County,224529,630.7466685
North Carolina,Gates County,11562,33.94475395
North Carolina,Graham County,8441,28.9104279
North Carolina,Granville County,60443,113.6166785
North Carolina,Greene County,21069,78.98729349
North Carolina,Guilford County,537174,831.8362941
North Carolina,Halifax County,50010,69.10009526
North Carolina,Harnett County,135976,228.5259682
North Carolina,Haywood County,62317,112.57303
North Carolina,Henderson County,117417,314.7362595
North Carolina,Hertford County,23677,67.04284565
North Carolina,Hoke County,55234,141.585809
North Carolina,Hyde County,4937,8.062614236
North Carolina,Iredell County,181806,316.6278085
North Carolina,Jackson County,43938,89.50839272
North Carolina,Johnston County,209339,264.5692379
North Carolina,Jones County,9419,19.98215302
North Carolina,Lee County,61779,242.2216486
North Carolina,Lenoir County,55949,140.1925596
North Carolina,Lincoln County,86111,291.0517483
North Carolina,McDowell County,45756,104.0017563
North Carolina,Macon County,35858,69.54822688
North Carolina,Madison County,21755,48.38583061
North Carolina,Martin County,22440,49.16471455
North Carolina,Mecklenburg County,1110356,2120.621171
North Carolina,Mitchell County,14964,67.63352499
North Carolina,Montgomery County,27173,55.28309811
North Carolina,Moore County,100880,144.5951854
North Carolina,Nash County,94298,174.4829313
North Carolina,New Hanover County,234473,1221.932035
North Carolina,Northampton County,19483,36.30223717
North Carolina,Onslow County,197938,259.7413206
North Carolina,Orange County,148476,373.4937515
North Carolina,Pamlico County,12726,37.8176077
North Carolina,Pasquotank County,39824,175.5289222
North Carolina,Pender County,63060,72.374977
North Carolina,Perquimans County,13463,54.47434166
North Carolina,Person County,39490,100.653916
North Carolina,Pitt County,180742,277.0562858
North Carolina,Polk County,20724,87.15704234
North Carolina,Randolph County,143667,183.6445256
North Carolina,Richmond County,44829,94.58061987
North Carolina,Robeson County,130625,137.7885484
North Carolina,Rockingham County,91010,160.9002938
North Carolina,Rowan County,142088,277.7988004
North Carolina,Rutherford County,67029,118.553634
North Carolina,Sampson County,63531,67.17865089
North Carolina,Scotland County,34823,109.1949316
North Carolina,Stanly County,62806,158.9520056
North Carolina,Stokes County,45591,101.5372948
North Carolina,Surry County,71783,134.4843202
North Carolina,Swain County,14271,27.02867562
North Carolina,Transylvania County,34385,90.85064302
North Carolina,Tyrrell County,4016,10.27692908
North Carolina,Union County,239859,379.704003
North Carolina,Vance County,44535,176.4480567
North Carolina,Wake County,1111761,1331.752206
North Carolina,Warren County,19731,45.98385906
North Carolina,Washington County,11580,33.41896913
North Carolina,Watauga County,56177,179.8132193
North Carolina,Wayne County,123131,222.294469
North Carolina,Wilkes County,68412,90.66715192
North Carolina,Wilson County,81801,222.5432484
North Carolina,Yadkin County,37667,112.459381
North Carolina,Yancey County,18069,57.80424964
North Dakota,Adams County,2216,2.243745815
North Dakota,Barnes County,10415,6.982653609
North Dakota,Benson County,6832,4.919685505
North Dakota,Billings County,928,0.807771425
North Dakota,Bottineau County,6282,3.765246265
North Dakota,Bowman County,3024,2.602634233
North Dakota,Burke County,2115,1.916485299
North Dakota,Burleigh County,95626,58.5713047
North Dakota,Cass County,181923,103.0765005
North Dakota,Cavalier County,3762,2.526951148
North Dakota,Dickey County,4872,4.305901217
North Dakota,Divide County,2264,1.79576327
North Dakota,Dunn County,4424,2.202682092
North Dakota,Eddy County,2287,3.629175992
North Dakota,Emmons County,3241,2.145739814
North Dakota,Foster County,3210,5.051530427
North Dakota,Golden Valley County,1761,1.758347971
North Dakota,Grand Forks County,69451,48.35154773
North Dakota,Grant County,2274,1.370580813
North Dakota,Griggs County,2231,3.147499014
North Dakota,Hettinger County,2499,2.207186725
North Dakota,Kidder County,2480,1.835449695
North Dakota,LaMoure County,4046,3.53071681
North Dakota,Logan County,1850,1.863394456
North Dakota,McHenry County,5745,3.065681229
North Dakota,McIntosh County,2497,2.561727447
North Dakota,McKenzie County,15024,5.442576498
North Dakota,McLean County,9450,4.477400107
North Dakota,Mercer County,8187,7.849816664
North Dakota,Morton County,31364,16.28231802
North Dakota,Mountrail County,10545,5.777175761
North Dakota,Nelson County,2879,2.932444958
North Dakota,Oliver County,1959,2.711375505
North Dakota,Pembina County,6801,6.07941005
North Dakota,Pierce County,3975,3.902413918
North Dakota,Ramsey County,11519,9.704751666
North Dakota,Ransom County,5218,6.050858571
North Dakota,Renville County,2327,2.6532034
North Dakota,Richland County,16177,11.2670559
North Dakota,Rolette County,14176,15.69747554
North Dakota,Sargent County,3898,4.54042249
North Dakota,Sheridan County,1315,1.352348387
North Dakota,Sioux County,4230,3.866211719
North Dakota,Slope County,750,0.617341071
North Dakota,Stark County,31489,23.59158763
North Dakota,Steele County,1890,2.653714243
North Dakota,Stutsman County,20704,9.318862195
North Dakota,Towner County,2189,2.136511728
North Dakota,Traill County,8036,9.323054543
North Dakota,Walsh County,10641,8.302459745
North Dakota,Ward County,67641,33.59912076
North Dakota,Wells County,3834,3.017249519
North Dakota,Williams County,37589,18.09193623
Ohio,Adams County,27698,47.43887294
Ohio,Allen County,102351,254.2882171
Ohio,Ashland County,53484,126.4536582
Ohio,Ashtabula County,97241,138.5323797
Ohio,Athens County,65327,129.7134758
Ohio,Auglaize County,45656,113.7443
Ohio,Belmont County,67006,125.9201376
Ohio,Brown County,43432,88.63362814
Ohio,Butler County,383134,820.4123958
Ohio,Carroll County,26914,68.2043303
Ohio,Champaign County,38885,90.76203261
Ohio,Clark County,134083,337.3323877
Ohio,Clermont County,206428,456.5885057
Ohio,Clinton County,41968,102.6905385
Ohio,Columbiana County,101883,191.5338466
Ohio,Coshocton County,36600,64.90349602
Ohio,Crawford County,41494,103.2740054
Ohio,Cuyahoga County,1235072,2701.674487
Ohio,Darke County,51113,85.45624634
Ohio,Defiance County,38087,92.56780637
Ohio,Delaware County,209177,471.9761889
Ohio,Erie County,74266,295.1803133
Ohio,Fairfield County,157574,312.3927364
Ohio,Fayette County,28525,70.19615407
Ohio,Franklin County,1316756,2473.342032
Ohio,Fulton County,42126,103.9014565
Ohio,Gallia County,29898,64.08587017
Ohio,Geauga County,93649,234.0243286
Ohio,Greene County,168937,408.3241289
Ohio,Guernsey County,38875,74.43698213
Ohio,Hamilton County,817473,2013.836291
Ohio,Hancock County,75783,142.6214221
Ohio,Hardin County,31365,66.6766207
Ohio,Harrison County,15040,37.38206552
Ohio,Henry County,27006,64.91667462
Ohio,Highland County,43161,78.03702148
Ohio,Hocking County,28264,67.08326239
Ohio,Holmes County,43960,104.0391506
Ohio,Huron County,58266,118.5485861
Ohio,Jackson County,32413,77.11801561
Ohio,Jefferson County,65325,160.0294491
Ohio,Knox County,62322,118.5942613
Ohio,Lake County,230149,1003.845379
Ohio,Lawrence County,59463,131.1575733
Ohio,Licking County,176862,259.1859156
Ohio,Logan County,45672,99.62626203
Ohio,Lorain County,309833,630.8675451
Ohio,Lucas County,428348,1256.683802
Ohio,Madison County,44731,96.01220161
Ohio,Mahoning County,228683,555.7200656
Ohio,Marion County,65093,161.2180893
Ohio,Medina County,179746,426.5505163
Ohio,Meigs County,22907,53.25948519
Ohio,Mercer County,41172,89.03028031
Ohio,Miami County,106987,263.1410894
Ohio,Monroe County,13654,29.96116564
Ohio,Montgomery County,531687,1151.942774
Ohio,Morgan County,14508,34.8391598
Ohio,Morrow County,35328,86.98616294
Ohio,Muskingum County,86215,129.7229329
Ohio,Noble County,14424,36.24014514
Ohio,Ottawa County,40525,158.9628101
Ohio,Paulding County,18672,44.83774698
Ohio,Perry County,36134,88.56646442
Ohio,Pickaway County,58457,116.6384726
Ohio,Pike County,27772,63.07779004
Ohio,Portage County,162466,333.3280523
Ohio,Preble County,40882,96.36860732
Ohio,Putnam County,33861,70.17513292
Ohio,Richland County,121154,244.6264165
Ohio,Ross County,76666,111.2411406
Ohio,Sandusky County,58518,143.2649332
Ohio,Scioto County,75314,123.4219155
Ohio,Seneca County,55178,100.1371639
Ohio,Shelby County,48590,119.1876886
Ohio,Stark County,370606,644.1659706
Ohio,Summit County,541013,1310.473928
Ohio,Trumbull County,197974,320.1929112
Ohio,Tuscarawas County,91987,162.1091574
Ohio,Union County,58988,136.6278165
Ohio,Van Wert County,28275,69.10633656
Ohio,Vinton County,13085,31.73194375
Ohio,Warren County,234602,584.5627637
Ohio,Washington County,59911,94.80012693
Ohio,Wayne County,115710,208.5134852
Ohio,Williams County,36692,87.16145612
Ohio,Wood County,130817,211.9566297
Ohio,Wyandot County,21772,53.5116899
Oklahoma,Adair County,22194,38.70059765
Oklahoma,Alfalfa County,5702,6.580840536
Oklahoma,Atoka County,13758,14.10325991
Oklahoma,Beaver County,5311,2.926659827
Oklahoma,Beckham County,21859,24.23915299
Oklahoma,Blaine County,9429,10.1559252
Oklahoma,Bryan County,47995,53.06509406
Oklahoma,Caddo County,28762,22.50044388
