STATE,COUNTY,TOTAL_POP,POP_DENSITY
Virginia,Amherst County,31605,66.68596454
Virginia,Appomattox County,15911,47.71310699
Virginia,Arlington County,236842,9112.18439
Virginia,Augusta County,75558,78.13303557
Virginia,Bath County,4147,7.836944621
Virginia,Bedford County,78997,103.9569843
Virginia,Bland County,6280,17.55515046
Virginia,Botetourt County,33419,61.74926869
Virginia,Brunswick County,16231,28.66675374
Virginia,Buchanan County,21004,41.77714793
Virginia,Buckingham County,17148,29.58303419
Virginia,Campbell County,54885,108.9242241
Virginia,Caroline County,30725,58.24422507
Virginia,Carroll County,29791,62.76370079
Virginia,Charles City County,6963,38.08725571
Virginia,Charlotte County,11880,24.99514116
Virginia,Chesterfield County,352802,833.3119505
Virginia,Clarke County,14619,83.11207721
Virginia,Craig County,5131,15.5704442
Virginia,Culpeper County,52605,138.7109822
Virginia,Cumberland County,9932,33.38929846
Virginia,Dickenson County,14318,43.31631379
Virginia,Dinwiddie County,28544,56.66650362
Virginia,Essex County,10953,42.60382622
Virginia,Fairfax County,1147532,2935.914213
Virginia,Fauquier County,71222,109.9686762
Virginia,Floyd County,15749,41.34413432
Virginia,Fluvanna County,27270,95.34626455
Virginia,Franklin County,56042,81.16853093
Virginia,Frederick County,89313,215.9930238
Virginia,Giles County,16720,46.99052388
Virginia,Gloucester County,37348,171.4730923
Virginia,Goochland County,23753,84.40265264
Virginia,Grayson County,15550,35.16374038
Virginia,Greene County,19819,126.9275779
Virginia,Greensville County,11336,38.39679074
Virginia,Halifax County,33911,41.46968968
Virginia,Hanover County,107766,229.9905702
Virginia,Henrico County,330818,1415.549357
Virginia,Henry County,50557,132.2282454
Virginia,Highland County,2190,5.275125618
Virginia,Isle of Wight County,37109,117.5731447
Virginia,James City County,76523,537.1226463
Virginia,King and Queen County,7025,22.28952377
Virginia,King George County,26836,149.389229
Virginia,King William County,17148,62.59740074
Virginia,Lancaster County,10603,79.53839915
Virginia,Lee County,23423,53.78182585
Virginia,Loudoun County,413538,801.8087248
Virginia,Louisa County,37591,75.74233874
Virginia,Lunenburg County,12196,28.25197254
Virginia,Madison County,13261,41.35235179
Virginia,Mathews County,8834,102.8056601
Virginia,Mecklenburg County,30587,48.90244905
Virginia,Middlesex County,10582,81.20481956
Virginia,Montgomery County,98535,254.9328967
Virginia,Nelson County,14930,31.70841117
Virginia,New Kent County,23091,110.0959642
Virginia,Northampton County,11710,55.31626615
Virginia,Northumberland County,12095,63.23526354
Virginia,Nottoway County,15232,48.44942257
Virginia,Orange County,37051,108.7240233
Virginia,Page County,23902,76.89981236
Virginia,Patrick County,17608,36.45858558
Virginia,Pittsylvania County,60354,62.29415422
Virginia,Powhatan County,29652,113.9405183
Virginia,Prince Edward County,22802,65.15649439
Virginia,Prince George County,38353,144.6415848
Virginia,Prince William County,470335,1398.065883
Virginia,Pulaski County,34027,106.3802227
Virginia,Rappahannock County,7370,27.66874998
Virginia,Richmond County,9023,47.11864203
Virginia,Roanoke County,94186,375.862859
Virginia,Rockbridge County,22573,37.77494212
Virginia,Rockingham County,81948,96.50606228
Virginia,Russell County,26586,56.10972578
Virginia,Scott County,21566,40.27060174
Virginia,Shenandoah County,43616,85.81375982
Virginia,Smyth County,30104,66.75975531
Virginia,Southampton County,17631,29.42821751
Virginia,Spotsylvania County,136215,339.2700617
Virginia,Stafford County,152882,568.2222251
Virginia,Surry County,6422,23.0220915
Virginia,Sussex County,11159,22.7632407
Virginia,Tazewell County,40595,78.24083037
Virginia,Warren County,40164,187.8905602
Virginia,Washington County,53740,95.79754629
Virginia,Westmoreland County,18015,78.53992155
Virginia,Wise County,37383,92.71776196
Virginia,Wythe County,28684,62.11093109
Virginia,York County,68280,652.4138961
Virginia,Alexandria city,159428,10593.66597
Virginia,Bristol city,16762,1286.491353
Virginia,Buena Vista city,6478,967.0005051
Virginia,Charlottesville city,47266,4616.741541
Virginia,Chesapeake city,244835,723.2717997
Virginia,Colonial Heights city,17370,2309.326639
Virginia,Covington city,5538,1012.712111
Virginia,Danville city,40044,933.2051299
Virginia,Emporia city,5346,774.7562588
Virginia,Fairfax city,24019,3849.056564
Virginia,Falls Church city,14617,7127.785043
Virginia,Franklin city,7967,968.9410269
Virginia,Fredericksburg city,29036,2780.943503
Virginia,Galax city,6347,764.3721088
Virginia,Hampton city,134510,2613.323281
Virginia,Harrisonburg city,53016,3058.843663
Virginia,Hopewell city,22529,2189.070384
Virginia,Lexington city,7446,2981.667647
Virginia,Lynchburg city,82168,1672.520879
Virginia,Manassas city,41085,4157.50956
Virginia,Manassas Park city,17478,6883.920905
Virginia,Martinsville city,12554,1145.828028
Virginia,Newport News city,179225,2594.387943
Virginia,Norfolk city,242742,4556.256569
Virginia,Norton city,3981,532.1582769
Virginia,Petersburg city,31346,1366.070846
Virginia,Poquoson city,12271,797.5186922
Virginia,Portsmouth city,94398,2834.734163
Virginia,Radford city,18249,1848.659308
Virginia,Richmond city,230436,3851.931324
Virginia,Roanoke city,99143,2331.359391
Virginia,Salem city,25301,1752.108104
Virginia,Staunton city,24932,1248.870472
Virginia,Suffolk city,92108,230.7583591
Virginia,Virginia Beach city,449974,1838.730393
Virginia,Waynesboro city,22630,1505.637009
Virginia,Williamsburg city,14954,1676.75504
Virginia,Winchester city,28078,3040.403954
Washington,Adams County,19983,10.38091148
Washington,Asotin County,22582,35.50172935
Washington,Benton County,204390,120.2431561
Washington,Chelan County,77200,26.42769418
Washington,Clallam County,77331,44.47691558
Washington,Clark County,488241,776.9322111
Washington,Columbia County,3985,4.587921714
Washington,Cowlitz County,110593,96.97423789
Washington,Douglas County,43429,23.87175472
Washington,Ferry County,7627,3.461722724
Washington,Franklin County,95222,76.69324088
Washington,Garfield County,2225,3.130120268
Washington,Grant County,97733,36.47438001
Washington,Grays Harbor County,75061,39.47878247
Washington,Island County,85141,408.6452904
Washington,Jefferson County,32221,17.86295845
Washington,King County,2252782,1064.847047
Washington,Kitsap County,271473,687.0482169
Washington,Kittitas County,47935,20.86579291
Washington,Klickitat County,22425,11.98149334
Washington,Lewis County,80707,33.58862676
Washington,Lincoln County,10939,4.734400524
Washington,Mason County,66768,69.5942659
Washington,Okanogan County,42243,8.021613509
Washington,Pacific County,22471,24.09049069
Washington,Pend Oreille County,13724,9.801108553
Washington,Pierce County,904980,542.3920156
Washington,San Juan County,17582,101.0974026
Washington,Skagit County,129205,74.67896787
Washington,Skamania County,12083,7.2865497
Washington,Snohomish County,822083,393.9870284
Washington,Spokane County,522798,296.3811505
Washington,Stevens County,45723,18.45610925
Washington,Thurston County,290536,402.1506127
Washington,Wahkiakum County,4488,17.06990277
Washington,Walla Walla County,60760,47.84132758
Washington,Whatcom County,229247,108.7569083
Washington,Whitman County,50104,23.20436557
Washington,Yakima County,250873,58.41699473
West Virginia,Barbour County,16441,48.20573492
West Virginia,Berkeley County,119171,371.0793944
West Virginia,Boone County,21457,42.78273156
West Virginia,Braxton County,13957,27.32316922
West Virginia,Brooke County,21939,245.9452111
West Virginia,Cabell County,91945,327.183279
West Virginia,Calhoun County,7109,25.45753575
West Virginia,Clay County,8508,24.88164936
West Virginia,Doddridge County,8448,26.42313441
West Virginia,Fayette County,42406,64.09770197
West Virginia,Gilmer County,7823,23.11060636
West Virginia,Grant County,11568,24.23261641
West Virginia,Greenbrier County,34662,33.99390997
West Virginia,Hampshire County,23175,36.18861616
West Virginia,Hancock County,28810,348.7500063
West Virginia,Hardy County,13776,23.65720811
West Virginia,Harrison County,67256,161.6700896
West Virginia,Jackson County,28576,61.53891671
West Virginia,Jefferson County,57146,272.5702711
West Virginia,Kanawha County,178124,197.5573517
West Virginia,Lewis County,15907,41.11376308
West Virginia,Lincoln County,20409,46.69837806
West Virginia,Logan County,32019,70.56512575
West Virginia,McDowell County,17624,33.03734682
West Virginia,Marion County,56072,181.6134263
West Virginia,Marshall County,30531,99.96027288
West Virginia,Mason County,26516,61.55797169
West Virginia,Mercer County,58758,140.2453608
West Virginia,Mineral County,26868,81.94772207
West Virginia,Mingo County,23424,55.35822868
West Virginia,Monongalia County,105612,293.3110455
West Virginia,Monroe County,13275,28.08025489
West Virginia,Morgan County,17884,78.07129376
West Virginia,Nicholas County,24496,37.87052888
West Virginia,Ohio County,41411,391.2966143
West Virginia,Pendleton County,6969,10.01226559
West Virginia,Pleasants County,7460,57.33911734
West Virginia,Pocahontas County,8247,8.77076189
West Virginia,Preston County,33432,51.52828912
West Virginia,Putnam County,56450,163.3021882
West Virginia,Raleigh County,73361,121.1865577
West Virginia,Randolph County,28695,27.59930415
West Virginia,Ritchie County,9554,21.13764238
West Virginia,Roane County,13688,28.30654929
West Virginia,Summers County,12573,34.86869275
West Virginia,Taylor County,16695,96.63074648
West Virginia,Tucker County,6839,16.32385167
West Virginia,Tyler County,8591,33.52013237
West Virginia,Upshur County,24176,68.1710178
West Virginia,Wayne County,39402,77.87133628
West Virginia,Webster County,8114,14.66026781
West Virginia,Wetzel County,15065,42.07351988
West Virginia,Wirt County,5821,25.03535887
West Virginia,Wood County,83518,228.0291981
West Virginia,Wyoming County,20394,40.8326714
Wisconsin,Adams County,20220,31.31886936
Wisconsin,Ashland County,15562,14.89133463
Wisconsin,Barron County,45244,52.44179855
Wisconsin,Bayfield County,15036,10.17412193
Wisconsin,Brown County,264542,499.3767097
Wisconsin,Buffalo County,13031,19.40187319
Wisconsin,Burnett County,15414,18.7616408
Wisconsin,Calumet County,50089,157.3957268
Wisconsin,Chippewa County,64658,64.12244522
Wisconsin,Clark County,34774,28.74596714
Wisconsin,Columbia County,57532,75.15188044
Wisconsin,Crawford County,16131,28.26728237
Wisconsin,Dane County,546695,456.9378621
Wisconsin,Dodge County,87839,100.3101574
Wisconsin,Door County,27668,57.40694211
Wisconsin,Douglas County,43150,33.08685441
Wisconsin,Dunn County,45368,53.36446812
Wisconsin,Eau Claire County,104646,164.0419011
Wisconsin,Florence County,4295,8.799013642
Wisconsin,Fond du Lac County,103403,143.7041893
Wisconsin,Forest County,9004,8.87755257
Wisconsin,Grant County,51439,44.8518073
Wisconsin,Green County,36960,63.28299896
Wisconsin,Green Lake County,18913,54.14078804
Wisconsin,Iowa County,23678,31.04502189
Wisconsin,Iron County,5687,7.500786272
Wisconsin,Jackson County,20643,20.89927962
Wisconsin,Jefferson County,84769,152.3356419
Wisconsin,Juneau County,26687,34.79198482
Wisconsin,Kenosha County,169561,623.3491165
Wisconsin,Kewaunee County,20434,59.67478765
Wisconsin,La Crosse County,118016,261.2410415
Wisconsin,Lafayette County,16665,26.3025819
Wisconsin,Langlade County,19189,22.03986914
Wisconsin,Lincoln County,27593,31.39806025
Wisconsin,Manitowoc County,78981,134.0121701
Wisconsin,Marathon County,135692,87.82636624
Wisconsin,Marinette County,40350,28.83442744
Wisconsin,Marquette County,15574,34.17540603
Wisconsin,Menominee County,4556,12.74019776
Wisconsin,Milwaukee County,945726,3914.03569
Wisconsin,Monroe County,46253,51.34042346
Wisconsin,Oconto County,37930,38.03621723
Wisconsin,Oneida County,35595,31.95423216
Wisconsin,Outagamie County,187885,294.694961
Wisconsin,Ozaukee County,89221,382.8267025
Wisconsin,Pepin County,7287,31.41073798
Wisconsin,Pierce County,42754,74.51693296
Wisconsin,Polk County,43783,47.89918021
Wisconsin,Portage County,70772,88.3749975
Wisconsin,Price County,13351,10.64681695
Wisconsin,Racine County,196311,590.3426541
Wisconsin,Richland County,17252,29.43274438
Wisconsin,Rock County,163354,227.4674341
Wisconsin,Rusk County,14178,15.51961803
Wisconsin,St. Croix County,90687,125.521682
Wisconsin,Sauk County,64442,77.49804086
Wisconsin,Sawyer County,16558,13.16941672
Wisconsin,Shawano County,40899,45.78929237
Wisconsin,Sheboygan County,115340,225.592052
Wisconsin,Taylor County,20343,20.86395016
Wisconsin,Trempealeau County,29649,40.44859212
Wisconsin,Vernon County,30822,38.93833196
Wisconsin,Vilas County,22195,25.87724774
Wisconsin,Walworth County,103868,187.0633111
Wisconsin,Washburn County,15720,19.72116701
Wisconsin,Washington County,136034,315.8831086
Wisconsin,Waukesha County,404198,735.3321257
Wisconsin,Waupaca County,50990,68.19609386
Wisconsin,Waushara County,24443,39.03582595
Wisconsin,Winnebago County,171907,395.6555599
Wisconsin,Wood County,72999,92.06069398
Wyoming,Albany County,38880,9.096168939
Wyoming,Big Horn County,11790,3.758977508
Wyoming,Campbell County,46341,9.649704724
Wyoming,Carbon County,14800,1.873995326
Wyoming,Converse County,13822,3.24851072
Wyoming,Crook County,7584,2.656876213
Wyoming,Fremont County,39261,4.275009827
Wyoming,Goshen County,13211,5.936522146
Wyoming,Hot Springs County,4413,2.20198816
Wyoming,Johnson County,8445,2.03290494
Wyoming,Laramie County,99500,37.04511103
Wyoming,Lincoln County,19830,4.864807823
Wyoming,Natrona County,79858,14.95328126
Wyoming,Niobrara County,2356,0.897172503
Wyoming,Park County,29194,4.206744582
Wyoming,Platte County,8393,4.026989605
Wyoming,Sheridan County,30485,12.08110847
Wyoming,Sublette County,9831,2.011876943
Wyoming,Sweetwater County,42343,4.061006002
Wyoming,Teton County,23464,5.871962735
Wyoming,Uinta County,20226,9.715495684
Wyoming,Washakie County,7805,3.486629702
Wyoming,Weston County,6927,2.888547138
