FIPS,ID
21231,Wayne_Kentucky_UnitedStates
21235,Whitley_Kentucky_UnitedStates
21239,Woodford_Kentucky_UnitedStates
22001,Acadia_Louisiana_UnitedStates
22003,Allen_Louisiana_UnitedStates
22005,Ascension_Louisiana_UnitedStates
22007,Assumption_Louisiana_UnitedStates
22009,Avoyelles_Louisiana_UnitedStates
22011,Beauregard_Louisiana_UnitedStates
22013,Bienville_Louisiana_UnitedStates
22015,Bossier_Louisiana_UnitedStates
22017,Caddo_Louisiana_UnitedStates
22019,Calcasieu_Louisiana_UnitedStates
22021,Caldwell_Louisiana_UnitedStates
22023,Cameron_Louisiana_UnitedStates
22027,Claiborne_Louisiana_UnitedStates
22029,Concordia_Louisiana_UnitedStates
22031,DeSoto_Louisiana_UnitedStates
22033,EastBatonRouge_Louisiana_UnitedStates
22035,EastCarroll_Louisiana_UnitedStates
22037,EastFeliciana_Louisiana_UnitedStates
22039,Evangeline_Louisiana_UnitedStates
22041,Franklin_Louisiana_UnitedStates
22045,Iberia_Louisiana_UnitedStates
22047,Iberville_Louisiana_UnitedStates
22049,Jackson_Louisiana_UnitedStates
22051,Jefferson_Louisiana_UnitedStates
22053,JeffersonDavis_Louisiana_UnitedStates
22055,Lafayette_Louisiana_UnitedStates
22057,Lafourche_Louisiana_UnitedStates
22061,Lincoln_Louisiana_UnitedStates
22065,Madison_Louisiana_UnitedStates
22067,Morehouse_Louisiana_UnitedStates
22069,Natchitoches_Louisiana_UnitedStates
22071,Orleans_Louisiana_UnitedStates
22073,Ouachita_Louisiana_UnitedStates
22077,PointeCoupee_Louisiana_UnitedStates
22079,Rapides_Louisiana_UnitedStates
22081,RedRiver_Louisiana_UnitedStates
22083,Richland_Louisiana_UnitedStates
22085,Sabine_Louisiana_UnitedStates
22105,Tangipahoa_Louisiana_UnitedStates
22109,Terrebonne_Louisiana_UnitedStates
22111,Union_Louisiana_UnitedStates
22113,Vermilion_Louisiana_UnitedStates
22115,Vernon_Louisiana_UnitedStates
22117,Washington_Louisiana_UnitedStates
22119,Webster_Louisiana_UnitedStates
22123,WestCarroll_Louisiana_UnitedStates
22125,WestFeliciana_Louisiana_UnitedStates
22127,Winn_Louisiana_UnitedStates
23001,Androscoggin_Maine_UnitedStates
23003,Aroostook_Maine_UnitedStates
23005,Cumberland_Maine_UnitedStates
23007,Franklin_Maine_UnitedStates
23009,Hancock_Maine_UnitedStates
23011,Kennebec_Maine_UnitedStates
23013,Knox_Maine_UnitedStates
23015,Lincoln_Maine_UnitedStates
23017,Oxford_Maine_UnitedStates
23019,Penobscot_Maine_UnitedStates
23021,Piscataquis_Maine_UnitedStates
23025,Somerset_Maine_UnitedStates
23027,Waldo_Maine_UnitedStates
23029,Washington_Maine_UnitedStates
23031,York_Maine_UnitedStates
24001,Allegany_Maryland_UnitedStates
24003,AnneArundel_Maryland_UnitedStates
24009,Calvert_Maryland_UnitedStates
24013,Carroll_Maryland_UnitedStates
24015,Cecil_Maryland_UnitedStates
24017,Charles_Maryland_UnitedStates
24019,Dorchester_Maryland_UnitedStates
24021,Frederick_Maryland_UnitedStates
24023,Garrett_Maryland_UnitedStates
24025,Harford_Maryland_UnitedStates
24027,Howard_Maryland_UnitedStates
24029,Kent_Maryland_UnitedStates
24031,Montgomery_Maryland_UnitedStates
24041,Talbot_Maryland_UnitedStates
24043,Washington_Maryland_UnitedStates
24045,Wicomico_Maryland_UnitedStates
24047,Worcester_Maryland_UnitedStates
25001,Barnstable_Massachusetts_UnitedStates
25003,Berkshire_Massachusetts_UnitedStates
25005,Bristol_Massachusetts_UnitedStates
25007,Dukes_Massachusetts_UnitedStates
25009,Essex_Massachusetts_UnitedStates
25011,Franklin_Massachusetts_UnitedStates
25013,Hampden_Massachusetts_UnitedStates
25015,Hampshire_Massachusetts_UnitedStates
25017,Middlesex_Massachusetts_UnitedStates
25019,Nantucket_Massachusetts_UnitedStates
25021,Norfolk_Massachusetts_UnitedStates
25023,Plymouth_Massachusetts_UnitedStates
25025,Suffolk_Massachusetts_UnitedStates
25027,Worcester_Massachusetts_UnitedStates
26005,Allegan_Michigan_UnitedStates
26007,Alpena_Michigan_UnitedStates
26011,Arenac_Michigan_UnitedStates
26013,Baraga_Michigan_UnitedStates
26015,Barry_Michigan_UnitedStates
26017,Bay_Michigan_UnitedStates
26019,Benzie_Michigan_UnitedStates
26021,Berrien_Michigan_UnitedStates
26023,Branch_Michigan_UnitedStates
26025,Calhoun_Michigan_UnitedStates
26027,Cass_Michigan_UnitedStates
26029,Charlevoix_Michigan_UnitedStates
26033,Chippewa_Michigan_UnitedStates
26035,Clare_Michigan_UnitedStates
26037,Clinton_Michigan_UnitedStates
26039,Crawford_Michigan_UnitedStates
26041,Delta_Michigan_UnitedStates
